scenario,ratio,diff,human_correct,model_correct,Model,Readout Train Data,Readout Type,Encoder Type,Dynamics Type,Encoder Pre-training Task,Encoder Pre-training Dataset,Encoder Pre-training Seed,Encoder Training Task,Encoder Training Dataset,Encoder Training Seed,Dynamics Training Task,Dynamics Training Dataset,Dynamics Training Seed,ModelID,Model Kind,Visual encoder architecture,Dynamics model architecture,ObjectCentric,Supervised,SelfSupervisedLossSelfSupervisedLoss,Encoder Training Dataset Type,Dynamics Training Dataset Type,Readout Train Data Type
dominoes,0.6615601539575474,-0.2349470899470899,0.6942063492063492,0.45925925925925926,SVG,dominoes,B,VGG,LSTM,,,,VAE,no_dominoes,1.0,VAE,no_dominoes,1,SVG_VGG_1.0_VAE_no_dominoes_VAE_1_no_dominoes_readout_B_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
dominoes,0.6082085286383904,-0.27198412698412694,0.6942063492063492,0.4222222222222222,SVG,dominoes,C,VGG,LSTM,,,,VAE,no_dominoes,1.0,VAE,no_dominoes,1,SVG_VGG_1.0_VAE_no_dominoes_VAE_1_no_dominoes_readout_C_dominoes_per_example_svg.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
dominoes,0.613543691170306,-0.26828042328042323,0.6942063492063492,0.42592592592592593,SVG,dominoes,C,VGG,LSTM,,,,VAE,no_dominoes,1.0,VAE,no_dominoes,1,SVG_VGG_1.0_VAE_no_dominoes_VAE_1_no_dominoes_readout_C_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
dominoes,0.6082085286383904,-0.27198412698412694,0.6942063492063492,0.4222222222222222,SVG,dominoes,D,VGG,LSTM,,,,VAE,no_dominoes,1.0,VAE,no_dominoes,1,SVG_VGG_1.0_VAE_no_dominoes_VAE_1_no_dominoes_readout_D_dominoes_per_example_svg.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
dominoes,0.613543691170306,-0.26828042328042323,0.6942063492063492,0.42592592592592593,SVG,dominoes,D,VGG,LSTM,,,,VAE,no_dominoes,1.0,VAE,no_dominoes,1,SVG_VGG_1.0_VAE_no_dominoes_VAE_1_no_dominoes_readout_D_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
dominoes,0.8696314927022599,-0.09050264550264542,0.6942063492063492,0.6037037037037037,SVG,dominoes,A,VGG,LSTM,,,,VAE,all,2.0,VAE,all,2,SVG_VGG_2.0_VAE_all_VAE_2_all_readout_A_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_VAE_2_same,ConvNet,Neither,False,False,NA,all,all,same
dominoes,0.704241454212873,-0.2053174603174603,0.6942063492063492,0.4888888888888889,SVG,dominoes,B,VGG,LSTM,,,,VAE,all,2.0,VAE,all,2,SVG_VGG_2.0_VAE_all_VAE_2_all_readout_B_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_VAE_2_same,ConvNet,Neither,False,False,NA,all,all,same
dominoes,0.7682634045958615,-0.16087301587301583,0.6942063492063492,0.5333333333333333,SVG,dominoes,C,VGG,LSTM,,,,VAE,all,2.0,VAE,all,2,SVG_VGG_2.0_VAE_all_VAE_2_all_readout_C_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_VAE_2_same,ConvNet,Neither,False,False,NA,all,all,same
dominoes,0.7682634045958615,-0.16087301587301583,0.6942063492063492,0.5333333333333333,SVG,dominoes,D,VGG,LSTM,,,,VAE,all,2.0,VAE,all,2,SVG_VGG_2.0_VAE_all_VAE_2_all_readout_D_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_VAE_2_same,ConvNet,Neither,False,False,NA,all,all,same
dominoes,1.1150489691703822,0.07986772486772487,0.6942063492063492,0.774074074074074,SVG,dominoes,A,VGG,LSTM,,,,VAE,dominoes,2.0,VAE,dominoes,2,SVG_VGG_2.0_VAE_dominoes_VAE_2_dominoes_readout_A_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_same_VAE_2_same,ConvNet,Neither,False,False,NA,same,same,same
dominoes,0.7095766167447887,-0.20161375661375658,0.6942063492063492,0.4925925925925926,SVG,dominoes,B,VGG,LSTM,,,,VAE,dominoes,2.0,VAE,dominoes,2,SVG_VGG_2.0_VAE_dominoes_VAE_2_dominoes_readout_B_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_same_VAE_2_same,ConvNet,Neither,False,False,NA,same,same,same
dominoes,0.704241454212873,-0.2053174603174603,0.6942063492063492,0.4888888888888889,SVG,dominoes,C,VGG,LSTM,,,,VAE,dominoes,2.0,VAE,dominoes,2,SVG_VGG_2.0_VAE_dominoes_VAE_2_dominoes_readout_C_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_same_VAE_2_same,ConvNet,Neither,False,False,NA,same,same,same
dominoes,0.704241454212873,-0.2053174603174603,0.6942063492063492,0.4888888888888889,SVG,dominoes,D,VGG,LSTM,,,,VAE,dominoes,2.0,VAE,dominoes,2,SVG_VGG_2.0_VAE_dominoes_VAE_2_dominoes_readout_D_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_same_VAE_2_same,ConvNet,Neither,False,False,NA,same,same,same
dominoes,0.8803018177660914,-0.083095238095238,0.6942063492063492,0.6111111111111112,SVG,dominoes,A,VGG,LSTM,,,,VAE,no_dominoes,2.0,VAE,no_dominoes,2,SVG_VGG_2.0_VAE_no_dominoes_VAE_2_no_dominoes_readout_A_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_but_this_VAE_2_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
dominoes,0.7789337296596929,-0.15346560846560842,0.6942063492063492,0.5407407407407407,SVG,dominoes,B,VGG,LSTM,,,,VAE,no_dominoes,2.0,VAE,no_dominoes,2,SVG_VGG_2.0_VAE_no_dominoes_VAE_2_no_dominoes_readout_B_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_but_this_VAE_2_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
dominoes,0.7255821043405358,-0.1905026455026455,0.6942063492063492,0.5037037037037037,SVG,dominoes,C,VGG,LSTM,,,,VAE,no_dominoes,2.0,VAE,no_dominoes,2,SVG_VGG_2.0_VAE_no_dominoes_VAE_2_no_dominoes_readout_C_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_but_this_VAE_2_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
dominoes,0.7255821043405358,-0.1905026455026455,0.6942063492063492,0.5037037037037037,SVG,dominoes,D,VGG,LSTM,,,,VAE,no_dominoes,2.0,VAE,no_dominoes,2,SVG_VGG_2.0_VAE_no_dominoes_VAE_2_no_dominoes_readout_D_dominoes_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_but_this_VAE_2_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
dominoes,1.1128725310255936,0.07835682768895769,0.6942063492063492,0.7725631768953068,VGGFrozenLSTM,dominoes,A,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_all_readout_A_dominoes_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all,same
dominoes,0.7228471112736332,-0.19240129505472459,0.6942063492063492,0.5018050541516246,VGGFrozenLSTM,dominoes,B,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_all_readout_B_dominoes_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all,same
dominoes,0.7124464334135809,-0.19962151166122283,0.6942063492063492,0.49458483754512633,VGGFrozenLSTM,dominoes,C,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_all_readout_C_dominoes_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all,same
dominoes,1.1232732088856459,0.08557704429545587,0.6942063492063492,0.779783393501805,VGGFrozenLSTM,dominoes,A,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,dominoes,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_dominoes_readout_A_dominoes_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,same,same
dominoes,0.8112528730840776,-0.13102945389948994,0.6942063492063492,0.5631768953068592,VGGFrozenLSTM,dominoes,B,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,dominoes,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_dominoes_readout_B_dominoes_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,same,same
dominoes,0.790451517363973,-0.14546988711248632,0.6942063492063492,0.5487364620938628,VGGFrozenLSTM,dominoes,C,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,dominoes,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_dominoes_readout_C_dominoes_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,same,same
dominoes,1.1492749035357765,0.1036275858117014,0.6942063492063492,0.7978339350180506,VGGFrozenLSTM,dominoes,A,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_dominoes,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_no_dominoes_readout_A_dominoes_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all_but_this,same
dominoes,0.7124464334135809,-0.19962151166122283,0.6942063492063492,0.49458483754512633,VGGFrozenLSTM,dominoes,B,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_dominoes,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_no_dominoes_readout_B_dominoes_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all_but_this,same
dominoes,0.6864447387634502,-0.2176720531774683,0.6942063492063492,0.47653429602888087,VGGFrozenLSTM,dominoes,C,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_dominoes,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_no_dominoes_readout_C_dominoes_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all_but_this,same
dominoes,1.1128725310255936,0.07835682768895769,0.6942063492063492,0.7725631768953068,VGGFrozenMLP,dominoes,A,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_all_readout_A_dominoes_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all,same
dominoes,0.7072460944835548,-0.20323161996447192,0.6942063492063492,0.49097472924187724,VGGFrozenMLP,dominoes,B,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_all_readout_B_dominoes_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all,same
dominoes,0.7176467723436071,-0.19601140335797373,0.6942063492063492,0.4981949458483754,VGGFrozenMLP,dominoes,C,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_all_readout_C_dominoes_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all,same
dominoes,1.1232732088856459,0.08557704429545587,0.6942063492063492,0.779783393501805,VGGFrozenMLP,dominoes,A,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,dominoes,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_dominoes_readout_A_dominoes_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,same,same
dominoes,0.7956518562939991,-0.14185977880923728,0.6942063492063492,0.5523465703971119,VGGFrozenMLP,dominoes,B,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,dominoes,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_dominoes_readout_B_dominoes_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,same,same
dominoes,0.790451517363973,-0.14546988711248632,0.6942063492063492,0.5487364620938628,VGGFrozenMLP,dominoes,C,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,dominoes,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_dominoes_readout_C_dominoes_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,same,same
dominoes,1.1492749035357765,0.1036275858117014,0.6942063492063492,0.7978339350180506,VGGFrozenMLP,dominoes,A,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_dominoes,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_no_dominoes_readout_A_dominoes_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all_but_this,same
dominoes,0.7124464334135809,-0.19962151166122283,0.6942063492063492,0.49458483754512633,VGGFrozenMLP,dominoes,B,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_dominoes,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_no_dominoes_readout_B_dominoes_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all_but_this,same
dominoes,0.6864447387634502,-0.2176720531774683,0.6942063492063492,0.47653429602888087,VGGFrozenMLP,dominoes,C,VGG,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_dominoes,0,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_no_dominoes_readout_C_dominoes_VGGFrozenMLP_results.csv,VGGFrozenMLP_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,False,NA,,all_but_this,same
dominoes,0.8450897450554476,-0.10753968253968249,0.6942063492063492,0.5866666666666667,pR3M_LSTM,dominoes,A,R3M,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,pR3M_LSTM_R3M_nan_nan_nan_L2 on latent_0_all_readout_A_dominoes_pR3M_LSTM_results.csv,pR3M_LSTM_R3M_nan_nan_nan_L2 on latent_0_same,Neither,LSTM,,,NA,,all,same
dominoes,0.7106436492511718,-0.20087301587301581,0.6942063492063492,0.49333333333333335,pR3M_LSTM,dominoes,B,R3M,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,pR3M_LSTM_R3M_nan_nan_nan_L2 on latent_0_all_readout_B_dominoes_pR3M_LSTM_results.csv,pR3M_LSTM_R3M_nan_nan_nan_L2 on latent_0_same,Neither,LSTM,,,NA,,all,same
dominoes,0.7106436492511718,-0.20087301587301581,0.6942063492063492,0.49333333333333335,pR3M_LSTM,dominoes,C,R3M,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,pR3M_LSTM_R3M_nan_nan_nan_L2 on latent_0_all_readout_C_dominoes_pR3M_LSTM_results.csv,pR3M_LSTM_R3M_nan_nan_nan_L2 on latent_0_same,Neither,LSTM,,,NA,,all,same
dominoes,0.9603292557448269,-0.02753968253968253,0.6942063492063492,0.6666666666666666,pR3M_MLP,dominoes,A,R3M,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,pR3M_MLP_R3M_nan_nan_nan_L2 on latent_0_all_readout_A_dominoes_pR3M_MLP_results.csv,pR3M_MLP_R3M_nan_nan_nan_L2 on latent_0_same,Neither,MLP,,,NA,,all,same
dominoes,0.7298502343660684,-0.18753968253968245,0.6942063492063492,0.5066666666666667,pR3M_MLP,dominoes,B,R3M,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,pR3M_MLP_R3M_nan_nan_nan_L2 on latent_0_all_readout_B_dominoes_pR3M_MLP_results.csv,pR3M_MLP_R3M_nan_nan_nan_L2 on latent_0_same,Neither,MLP,,,NA,,all,same
dominoes,0.7010403566937237,-0.20753968253968247,0.6942063492063492,0.4866666666666667,pR3M_MLP,dominoes,C,R3M,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,pR3M_MLP_R3M_nan_nan_nan_L2 on latent_0_all_readout_C_dominoes_pR3M_MLP_results.csv,pR3M_MLP_R3M_nan_nan_nan_L2 on latent_0_same,Neither,MLP,,,NA,,all,same
dominoes,1.1331885217788957,0.09246031746031746,0.6942063492063492,0.7866666666666666,pResNet50_LSTM,dominoes,A,ResNet50,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,pResNet50_LSTM_ResNet50_nan_nan_nan_L2 on latent_0_all_readout_A_dominoes_pResNet50_LSTM_results.csv,pResNet50_LSTM_ResNet50_nan_nan_nan_L2 on latent_0_same,Neither,LSTM,,,NA,,all,same
dominoes,0.854693037612896,-0.10087301587301578,0.6942063492063492,0.5933333333333334,pResNet50_LSTM,dominoes,B,ResNet50,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,pResNet50_LSTM_ResNet50_nan_nan_nan_L2 on latent_0_all_readout_B_dominoes_pResNet50_LSTM_results.csv,pResNet50_LSTM_ResNet50_nan_nan_nan_L2 on latent_0_same,Neither,LSTM,,,NA,,all,same
dominoes,0.8258831599405512,-0.1208730158730158,0.6942063492063492,0.5733333333333334,pResNet50_LSTM,dominoes,C,ResNet50,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,pResNet50_LSTM_ResNet50_nan_nan_nan_L2 on latent_0_all_readout_C_dominoes_pResNet50_LSTM_results.csv,pResNet50_LSTM_ResNet50_nan_nan_nan_L2 on latent_0_same,Neither,LSTM,,,NA,,all,same
dominoes,1.1235852292214474,0.08579365079365087,0.6942063492063492,0.78,pResNet50_MLP,dominoes,A,ResNet50,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,pResNet50_MLP_ResNet50_nan_nan_nan_L2 on latent_0_all_readout_A_dominoes_pResNet50_MLP_results.csv,pResNet50_MLP_ResNet50_nan_nan_nan_L2 on latent_0_same,Neither,MLP,,,NA,,all,same
dominoes,0.787469989710758,-0.14753968253968253,0.6942063492063492,0.5466666666666666,pResNet50_MLP,dominoes,B,ResNet50,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,pResNet50_MLP_ResNet50_nan_nan_nan_L2 on latent_0_all_readout_B_dominoes_pResNet50_MLP_results.csv,pResNet50_MLP_ResNet50_nan_nan_nan_L2 on latent_0_same,Neither,MLP,,,NA,,all,same
dominoes,0.7298502343660684,-0.18753968253968245,0.6942063492063492,0.5066666666666667,pResNet50_MLP,dominoes,C,ResNet50,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,pResNet50_MLP_ResNet50_nan_nan_nan_L2 on latent_0_all_readout_C_dominoes_pResNet50_MLP_results.csv,pResNet50_MLP_ResNet50_nan_nan_nan_L2 on latent_0_same,Neither,MLP,,,NA,,all,same
drop,0.8740601503759398,-0.09365591397849471,0.7436559139784947,0.65,CSWM,drop,A,CSWM encoder,CSWM dynamics,,,,Contrastive,all,0.0,Contrastive,all,0,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_A_drop_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_same,Neither,Neither,True,False,NA,all,all,same
drop,0.7597599768652399,-0.17865591397849478,0.7436559139784947,0.565,CSWM,drop,B,CSWM encoder,CSWM dynamics,,,,Contrastive,all,0.0,Contrastive,all,0,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_B_drop_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_same,Neither,Neither,True,False,NA,all,all,same
drop,0.7597599768652399,-0.17865591397849478,0.7436559139784947,0.565,CSWM,drop,C,CSWM encoder,CSWM dynamics,,,,Contrastive,all,0.0,Contrastive,all,0,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_C_drop_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_same,Neither,Neither,True,False,NA,all,all,same
drop,0.8875072296124927,-0.0836559139784947,0.7436559139784947,0.66,CSWM,drop,A,CSWM encoder,CSWM dynamics,,,,Contrastive,drop,0.0,Contrastive,drop,0,CSWM_CSWM encoder_0.0_Contrastive_drop_Contrastive_0_drop_readout_A_drop_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_same_Contrastive_0_same,Neither,Neither,True,False,NA,same,same,same
drop,0.7933776749566221,-0.15365591397849476,0.7436559139784947,0.59,CSWM,drop,B,CSWM encoder,CSWM dynamics,,,,Contrastive,drop,0.0,Contrastive,drop,0,CSWM_CSWM encoder_0.0_Contrastive_drop_Contrastive_0_drop_readout_B_drop_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_same_Contrastive_0_same,Neither,Neither,True,False,NA,same,same,same
drop,0.8001012145748986,-0.14865591397849476,0.7436559139784947,0.595,CSWM,drop,C,CSWM encoder,CSWM dynamics,,,,Contrastive,drop,0.0,Contrastive,drop,0,CSWM_CSWM encoder_0.0_Contrastive_drop_Contrastive_0_drop_readout_C_drop_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_same_Contrastive_0_same,Neither,Neither,True,False,NA,same,same,same
drop,0.7126951995373048,-0.2136559139784947,0.7436559139784947,0.53,CSWM,drop,A,CSWM encoder,CSWM dynamics,,,,Contrastive,no_drop,0.0,Contrastive,no_drop,0,CSWM_CSWM encoder_0.0_Contrastive_no_drop_Contrastive_0_no_drop_readout_A_drop_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_but_this_Contrastive_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
drop,0.6992481203007518,-0.2236559139784947,0.7436559139784947,0.52,CSWM,drop,B,CSWM encoder,CSWM dynamics,,,,Contrastive,no_drop,0.0,Contrastive,no_drop,0,CSWM_CSWM encoder_0.0_Contrastive_no_drop_Contrastive_0_no_drop_readout_B_drop_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_but_this_Contrastive_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
drop,0.6925245806824754,-0.22865591397849472,0.7436559139784947,0.515,CSWM,drop,C,CSWM encoder,CSWM dynamics,,,,Contrastive,no_drop,0.0,Contrastive,no_drop,0,CSWM_CSWM encoder_0.0_Contrastive_no_drop_Contrastive_0_no_drop_readout_C_drop_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_but_this_Contrastive_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
drop,0.9144013880855986,-0.06365591397849468,0.7436559139784947,0.68,DEITFrozenLSTM,drop,A,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_A_drop_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all,same
drop,0.7866541353383457,-0.15865591397849477,0.7436559139784947,0.585,DEITFrozenLSTM,drop,B,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_B_drop_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all,same
drop,0.7866541353383457,-0.15865591397849477,0.7436559139784947,0.585,DEITFrozenLSTM,drop,C,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_C_drop_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all,same
drop,0.9144013880855986,-0.06365591397849468,0.7436559139784947,0.68,DEITFrozenLSTM,drop,A,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,drop,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_drop_readout_A_drop_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,same,same
drop,0.7866541353383457,-0.15865591397849477,0.7436559139784947,0.585,DEITFrozenLSTM,drop,B,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,drop,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_drop_readout_B_drop_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,same,same
drop,0.7866541353383457,-0.15865591397849477,0.7436559139784947,0.585,DEITFrozenLSTM,drop,C,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,drop,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_drop_readout_C_drop_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,same,same
drop,0.9144013880855986,-0.06365591397849468,0.7436559139784947,0.68,DEITFrozenLSTM,drop,A,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_drop,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_drop_readout_A_drop_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all_but_this,same
drop,0.7597599768652399,-0.17865591397849478,0.7436559139784947,0.565,DEITFrozenLSTM,drop,B,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_drop,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_drop_readout_B_drop_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all_but_this,same
